ball_x,ball_y,player_y
1129,31,120
1136,38,127
1143,45,134
1150,52,141
1157,59,148
1164,66,155
1171,73,162
1178,80,169
1185,87,176
1192,94,183
1199,101,190
1206,108,197
1213,115,204
1220,122,211
1227,129,218
1234,136,218
1241,143,218
1248,150,218
625,465,218
632,472,218
639,479,218
646,486,218
653,493,218
660,500,218
667,507,218
674,514,218
681,521,218
688,528,218
695,535,218
702,542,218
709,549,218
716,556,218
723,563,218
730,570,218
737,577,218
744,584,218
751,591,218
758,598,218
765,605,218
772,612,218
779,619,218
786,626,218
793,633,218
800,640,218
807,647,218
814,654,218
821,661,218
828,668,225
835,675,232
842,682,239
849,689,246
856,696,253
863,703,260
870,710,267
877,717,274
884,724,281
891,731,288
898,738,295
905,745,302
912,752,309
919,759,316
926,766,323
933,773,330
940,780,337
947,787,344
954,794,351
961,801,358
968,808,365
975,815,372
982,822,379
989,829,386
996,836,393
1003,843,400
1010,850,407
1017,857,414
1024,864,421
1031,871,428
1038,878,435
1045,885,442
1052,892,449
1059,899,456
1066,906,463
1073,913,470
1080,920,477
1087,927,484
1094,934,491
1101,927,498
1108,920,505
1115,913,512
1122,906,519
1129,899,526
1136,892,533
1143,885,540
1150,878,547
1157,871,554
1164,864,561
1171,857,568
1178,850,575
1185,843,582
1192,836,589
1199,829,596
1206,822,603
1213,815,610
1220,808,617
1227,801,624
1234,794,631
1241,787,638
1248,780,645
625,465,652
618,472,659
611,479,666
604,486,673
597,493,680
590,500,687
583,507,687
576,514,687
569,521,687
562,528,687
555,535,687
548,542,687
541,549,687
534,556,687
527,563,687
520,570,680
513,577,673
506,584,666
499,591,659
492,598,652
485,605,645
478,612,638
471,619,631
464,626,624
457,633,617
450,640,610
443,647,603
436,654,596
429,661,589
422,668,582
415,675,575
408,682,568
401,689,561
394,696,554
387,703,547
380,710,540
373,717,533
366,724,526
359,731,519
352,738,512
345,745,505
338,752,498
