ball_x,ball_y,player_y
952,492,430
959,499,430
966,506,430
973,513,430
980,520,430
987,527,430
994,534,430
1001,541,430
1008,548,430
1015,555,430
1022,562,430
1029,569,430
1036,576,430
1043,583,430
1050,590,430
1057,597,430
1064,604,430
1071,611,430
1078,618,430
1085,625,430
1092,632,430
1099,639,430
1106,646,430
1113,653,430
1120,660,430
1127,667,430
1134,674,430
1141,681,430
1148,688,430
1155,695,430
1162,702,430
1169,709,430
1176,716,430
1183,723,430
1190,730,430
1197,737,430
1204,744,430
1211,751,430
1218,758,430
1225,765,430
1232,772,430
1239,779,430
1246,786,430
1253,793,430
1260,800,437
1267,807,444
1274,814,451
1281,821,458
1288,828,465
1295,835,472
1302,842,479
1309,849,486
1316,856,493
1323,863,500
1330,870,507
1337,877,514
1344,884,521
1351,891,528
1358,898,535
1365,905,542
1372,912,549
1379,919,556
1386,926,563
1393,933,570
1400,940,577
1407,947,584
1414,954,591
1421,961,598
1428,968,605
1435,975,612
1442,968,619
1449,961,626
1456,954,633
1463,947,640
1470,940,647
1477,933,654
1484,926,661
1491,919,668
1498,912,675
1505,905,682
1512,898,689
1519,891,696
1526,884,703
1533,877,710
1540,870,717
1547,863,724
1554,856,731
1561,849,738
1568,842,745
1575,835,752
1582,828,759
1589,821,766
1596,814,773
1603,807,780
1610,800,787
1617,793,794
1624,786,801
1631,779,808
1638,772,815
1645,765,822
1652,758,829
1659,751,836
1666,744,843
1673,737,850
1680,730,850
1687,723,850
1694,716,850
1701,709,850
1708,702,850
1715,695,850
1722,688,843
1729,681,836
1736,674,829
1743,667,822
1750,660,815
1757,653,808
1764,646,801
1771,639,794
1778,632,787
1785,625,780
1792,618,773
1799,611,766
1806,604,759
1813,597,752
1820,590,745
1827,583,738
1834,576,731
1841,569,724
1848,562,717
1855,555,710
1862,548,703
1869,541,696
1876,534,689
1883,527,682
945,485,675
952,492,668
959,499,661
966,506,654
973,513,647
980,520,640
987,527,633
994,534,626
1001,541,619
1008,548,612
1015,555,605
1022,562,598
1029,569,591
1036,576,584
1043,583,577
1050,590,570
1057,597,563
1064,604,556
1071,611,549
1078,618,542
1085,625,535
1092,632,528
1099,639,521
1106,646,514
1113,653,507
1120,660,500
1127,667,493
1134,674,486
1141,681,479
1148,688,472
1155,695,465
1162,702,458
1169,709,451
1176,716,444
1183,723,437
1190,730,430
1197,737,423
1204,744,416
1211,751,409
1218,758,402
1225,765,395
1232,772,388
1239,779,381
1246,786,374
1253,793,374
1260,800,374
1267,807,374
1274,814,374
1281,821,374
1288,828,374
1295,835,374
1302,842,374
1309,849,374
1316,856,381
1323,863,388
1330,870,395
1337,877,402
1344,884,409
1351,891,416
1358,898,423
1365,905,430
1372,912,437
1379,919,444
1386,926,451
1393,933,458
1400,940,465
1407,947,472
1414,954,479
1421,961,486
1428,968,493
1435,975,500
1442,968,507
1449,961,514
1456,954,521
1463,947,528
1470,940,535
1477,933,542
1484,926,549
1491,919,556
1498,912,563
1505,905,570
1512,898,577
1519,891,584
1526,884,591
1533,877,598
1540,870,605
1547,863,612
1554,856,619
1561,849,626
1568,842,633
1575,835,640
1582,828,647
1589,821,654
1596,814,661
1603,807,668
1610,800,668
1617,793,668
1624,786,668
1631,779,668
1638,772,668
1645,765,668
1652,758,668
1659,751,668
1666,744,668
1673,737,668
1680,730,668
1687,723,668
1694,716,668
1701,709,668
1708,702,668
1715,695,668
1722,688,668
1729,681,668
1736,674,668
1743,667,661
1750,660,654
1757,653,647
1764,646,640
1771,639,633
1778,632,626
1785,625,619
1792,618,612
1799,611,605
1806,604,598
1813,597,591
1820,590,584
1827,583,577
1834,576,570
1841,569,563
1848,562,556
1855,555,549
1862,548,542
1869,541,535
1876,534,528
1869,527,521
1862,520,514
1855,513,507
1848,506,500
1841,499,493
1834,492,486
1827,485,479
1820,478,472
1813,471,465
1806,464,458
1799,457,451
1792,450,444
1785,443,437
1778,436,430
1771,429,423
1764,422,416
1757,415,409
1750,408,402
1743,401,395
1736,394,388
1729,387,381
1722,380,374
1715,373,367
1708,366,360
1701,359,353
1694,352,346
1687,345,339
1680,338,332
1673,331,325
1666,324,318
1659,317,311
1652,310,304
1645,303,297
1638,296,290
1631,289,283
1624,282,276
1617,275,269
1610,268,262
1603,261,255
1596,254,248
1589,247,241
1582,240,234
1575,233,227
1568,226,220
1561,219,213
1554,212,206
1547,205,199
1540,198,192
1533,191,185
1526,184,178
1519,177,171
1512,170,164
1505,163,157
1498,156,150
1491,149,143
1484,142,136
1477,135,129
1470,128,122
1463,121,122
1456,114,122
1449,107,122
1442,100,122
1435,93,122
1428,86,122
1421,79,122
1414,72,122
1407,65,122
1400,58,122
1393,51,122
1386,44,122
1379,37,122
1372,30,122
1365,23,122
1358,16,122
1351,9,122
1344,2,122
1337,-5,122
1330,2,122
1323,9,122
1316,16,122
1309,23,122
1302,30,122
1295,37,122
1288,44,122
1281,51,122
1274,58,122
1267,65,122
1260,72,122
1253,79,122
1246,86,122
1239,93,122
1232,100,122
1225,107,122
1218,114,122
1211,121,122
1204,128,122
1197,135,122
1190,142,122
1183,149,122
1176,156,122
1169,163,122
1162,170,122
1155,177,122
1148,184,122
1141,191,122
1134,198,122
1127,205,122
1120,212,122
1113,219,122
1106,226,122
1099,233,122
1092,240,122
1085,247,122
1078,254,122
1071,261,122
1064,268,122
1057,275,122
1050,282,122
1043,289,122
1036,296,122
1029,303,122
1022,310,122
1015,317,122
1008,324,122
1001,331,122
994,338,122
987,345,122
980,352,122
973,359,122
966,366,122
959,373,122
952,380,122
945,387,122
938,394,122
931,401,122
924,408,122
917,415,122
910,422,122
903,429,122
896,436,122
889,443,122
882,450,122
875,457,122
868,464,122
861,471,122
854,478,122
847,485,122
840,492,122
833,499,122
826,506,122
819,513,122
812,520,122
805,527,122
798,534,122
791,541,122
784,548,122
777,555,122
770,562,122
763,569,122
756,576,122
749,583,122
742,590,122
735,597,122
728,604,122
721,611,122
714,618,122
707,625,122
700,632,122
693,639,122
686,646,122
679,653,122
672,660,122
665,667,122
658,674,122
651,681,122
644,688,122
637,695,122
630,702,122
623,709,122
616,716,122
609,723,122
602,730,122
595,737,122
588,744,122
581,751,122
574,758,122
567,765,122
560,772,122
553,779,122
546,786,122
539,793,122
532,800,122
525,807,122
518,814,122
511,821,122
504,828,122
497,835,122
490,842,122
483,849,122
476,856,122
469,863,122
462,870,122
455,877,122
448,884,122
441,891,122
434,898,122
427,905,122
420,912,122
413,919,122
406,926,122
399,933,122
392,940,122
385,947,122
378,954,122
371,961,122
364,968,122
357,975,122
350,968,122
343,961,122
336,954,122
329,947,122
322,940,122
315,933,122
308,926,122
